novel_id,title,author,ranking,overall_score,story_score,writing_score,character_score,feedback,evaluation_date
16817330650242266109,性別不詳VTuberたちがオフ会したら俺以外全員女子だった,不明,91,6.5,6.5,7.0,6.0,現代的なテーマを扱い、VTuber文化を巧みに取り込んだストーリー。文章は読みやすく、キャラクターの設定も興味深いが、ややステレオタイプな描写が目立つ。全体としてエンターテインメント性は高いが、文学的深みに欠ける。,2025-04-04 13:08:32.964228
16817330657705436671,私、蜘蛛なモンスターをテイムしたので、スパイダーシルクで裁縫を頑張ります！,不明,82,6.5,6.5,7.0,6.0,異世界転生の設定は典型的だが、VRMMOと現実の病院生活の対比にオリジナリティがある。文章は平易で読みやすいが、キャラクターの深みに欠ける。転生後の展開に期待させる導入部。,2025-04-04 13:06:47.606986
16817330666441360763,無限の魔術師　魔力無しで平民の子と迫害された俺。実は無限の魔力持ち。,不明,28,6.5,6.5,7.0,6.0,転生ファンタジーの定型を踏襲しつつ、母子の絆に焦点を当てた点は評価できる。しかし、父親像や魔力設定にオリジナリティ不足。文章は読みやすいが、キャラクターの深みに欠ける。,2025-04-04 12:56:24.793505
16817330667876609644,【4月1日発売】地味令嬢、しごでき皇妃になる！ 契約婚のはずなのに冷血皇帝に溺愛されています,不明,54,6.5,6.5,7.0,6.0,典型的な逆転劇の設定だが、展開に意外性があり興味を引く。文章は流麗で読みやすいが、キャラクターの描写や成長にやや深みが不足している。,2025-04-04 13:01:22.777812
16818093089537557572,【書籍化】お前ら早く結婚しろよっ！そう言われてる女子が３人いるんですけど？,不明,74,6.5,6.5,7.0,6.0,プロローグは主人公の内面描写が詳細で共感を誘うが、ストーリーのオリジナリティに欠ける。文章は読みやすく、キャラクターの設定は明確だが、深みに欠ける部分がある。,2025-04-04 13:05:08.585623
16818093090252946276,乙女ゲームの悪役貴族に転生したので、金の力でメインヒロインを買ってみた。,不明,50,6.5,6.5,7.0,6.0,転生ものの定番設定だが、金銭力を活用するという発想に新鮮味がある。文章は読みやすく、キャラクターの基本設定は明確だが、深みに欠ける。今後の展開次第で評価が変わる可能性あり。,2025-04-04 13:00:40.472090
16818093092876692662,Subjects Runes ～高速詠唱と現代知識で戦乱の貴族社会をのし上がる～,不明,80,6.5,6.5,7.0,6.0,貴族社会の階級制度と魔力を軸にした世界観は興味深いが、展開がやや平坦。キャラクターの設定は魅力的だが、深みに欠ける部分がある。文章は読みやすく、会話のテンポも良い。,2025-04-04 13:06:25.776821
16818093092978557422,カードゲーム世界に転生したけど所持デッキが激ヤバすぎる件,不明,49,6.5,6.5,7.0,6.0,カードゲームのバトル描写は臨場感があり面白いが、転生要素の活用が浅く物語のオリジナリティに欠ける。キャラクターの設定は典型的で深みが不足している。文章は読みやすく、ゲーム描写の表現力は高い。,2025-04-04 13:00:30.917101
16818093093558400360,じゃあ俺だけネトゲのキャラ使うわ【書籍化決定】,不明,2,6.5,6.5,7.0,5.5,異世界転移の設定は一般的だが、願い事の制約が興味深い。文章は読みやすいが、キャラクターの描写が表面的で深みに欠ける。主人公の成長や仲間との関係性にもう一工夫欲しい。,2025-04-02 07:44:49.287607
16818093093856195010,戦えない俺のギフトは『美容』だけど、美少女には最強バフ効果のSランクらしい,不明,55,6.5,6.5,7.0,6.0,ストーリー性は平凡だが、『美容』というユニークなギフト設定に可能性を感じる。文章力は標準的で読みやすいが、キャラクターの描写は表面的で深みに欠ける。全体的にはライトノベルとしての娯楽性はあるが、文学的な深さは不足している。,2025-04-04 13:01:33.936907
16818622170636502235,幽閉された王女ですが、生きのびるために努力していたら強くなりすぎてました　～レベリング好きゲーマーの異世界転生～,不明,76,6.5,6.5,7.0,6.0,転生ファンタジーの定番設定だが、ゲーム要素の融合にオリジナリティがある。文章は読みやすく、主人公の内面描写が効果的。キャラクターの成長に期待が持てるが、現時点ではやや平板。,2025-04-04 13:05:35.342352
16818622171183189134,史上最強の極悪貴族に転生後、モブとして生活するため、「あえて原作通り」の悪役ムーブ＆超絶無双　かくして世界は救われ、俺は目立つことなく平穏な人生を……って、なんでヒロイン達がこっちに来てんの！？,不明,3,6.5,6.5,7.0,6.0,転生悪役貴族の逆転発想は新鮮だが、展開が予測可能。文章は読みやすく、キャラクターの内面描写に工夫が見られる。全体として娯楽性は高いが、文学的深みに欠ける。,2025-04-02 07:45:00.875733
16818622171257252749,身内向けダンジョン配信していたのに気付いたら世界中が俺に注目してるんだけどなんで！？,不明,5,6.5,6.5,7.0,5.5,ダンジョンと配信という現代的な要素を組み合わせた設定は興味深い。文章は読みやすいが、キャラクターの深みや物語のオリジナリティには改善の余地がある。今後の展開次第で評価が上がる可能性がある。,2025-04-04 12:34:20.116220
16818093077104932645,ただの後方腕組転生者、うっかり勇者に拍手を送ったら黒幕扱いされる。,不明,19,6.3,6.5,7.0,5.5,転生者と勇者パーティの逆転劇は新鮮だが、展開がやや強引。文章は読みやすく、キャラクターの描写はユーモラスだが深みに欠ける。全体として軽妙なタッチだが、物語の説得力に課題あり。,2025-04-04 12:54:42.702872
16818093094751668110,転生魔術師のゼロから学ぶ現代魔法,不明,79,6.3,6.5,7.0,5.5,転生と現代魔法の融合というコンセプトは興味深いが、展開がやや予測可能。文章は読みやすく描写力があるが、キャラクターの深みに欠ける。全体として娯楽性は高いが、文学的な深みを求める読者には物足りない。,2025-04-04 13:06:11.236716
16818093090534531997,攻略成功率０．０１％の裏攻略対象に転生した俺が美少女キャラたちに攻略されるわけがない,不明,60,6.2,6.5,5.8,6.0,転生ものとしては標準的な設定だが、ゲーム世界の裏設定を活用した展開に工夫が見られる。文章は読みやすいが、表現の深みに欠ける。キャラクターは類型化されているが、主人公の内面描写が作品の強み。,2025-04-04 13:02:30.563035
16818093094264573652,戦闘員K！強すぎる！,不明,37,6.2,6.5,5.8,6.0,ストーリー性はあるが、展開がやや単調。文章力は平均的で、キャラクターには一定の魅力があるが、深みに欠ける。全体としてエンタメ性はあるが、文学的深さは不足している。,2025-04-04 12:58:01.459653
16818622170494411886,破滅フラグしかない悪役奴隷商人は、死にたくないので回復魔法を修行します～欠損奴隷を安く買って治癒して高値で売りつけてたらめちゃくちゃ儲かってなぜか感謝までされました～,不明,12,6.2,6.5,5.8,6.0,転生悪役の破滅回避という設定は面白いが、展開が単調で予測可能。文章は平易だが深みに欠ける。主人公の動機付けは明確だが、他のキャラクターの描写が浅い。,2025-04-04 12:53:23.544564
16818093089686801017,俺の職業が日本人だった件。スキルボードが日本語なので俺以外誰も理解できません。壊れ職だと家を追い出されました。,不明,93,6.0,6.5,5.8,5.0,異世界転生ものとしての基本構造は理解できるが、女神のキャラクター設定や日本人を職業とする発想に無理がある。文章は読みやすいが、設定の矛盾やキャラクターの浅さが目立つ。全体として凡作の域を出ない。,2025-04-04 13:08:55.486768
16818093093147849278,穴中ヌルの華麗なる貴族生活,不明,24,6.0,6.5,5.8,5.0,転生ファンタジーとしての設定は興味深いが、世界観説明が冗長。キャラクターの描写はユーモラスだが深みに欠ける。文章は読みやすいが、表現の洗練度が不足している。,2025-04-04 12:55:37.448254
16816927862810785877,嫁に浮気されたら、大学時代に戻ってきました！結婚生活経験を生かしてモテモテのキラキラ青春です！なのに若いころの嫁に何故か懐かれてしまいました！,不明,22,5.5,6.5,5.8,4.2,ストーリーは衝撃的な展開だが、心理描写が浅く、キャラクターの動機付けが不十分。文章は読みやすいが、表現に深みが欠ける。主人公の成長はあるが、他のキャラクターが平板。,2025-04-04 12:55:14.136995
16818093077567479739,芸能界に全く興味のない俺が、人気女優と絡んでしまった件について,不明,89,5.5,5.5,6.0,5.0,ストーリーは典型的な出会いの設定だが、IT業界と芸能界の接点に新鮮さがある。文章は読みやすいが、キャラクターの描写が表面的で深みに欠ける。全体的には軽いエンタメ作品として成立している。,2025-04-04 13:08:11.763903
16817330668999909872,エロ漫画の悪役に転生した俺が、寝取らなくても幸せになる方法,不明,18,5.3,5.5,6.0,4.5,転生モチーフの活用はあるが、ジャンル特有の陳腐な展開が目立つ。文章は読みやすいが、キャラクターの深みに欠ける。全体としてエンタメ性はあるが文学的価値は低い。,2025-04-04 12:54:32.869416
16817330669743197880,【異世界ガイドマップ】5.0★★★★★(57894件) を手に入れたので【クチコミ】を頼りに悠々自適な異世界旅行スローライフを満喫します,不明,66,5.3,5.5,6.0,4.5,ゲーム的要素と異世界転生の組み合わせは新鮮だが、ストーリー展開がやや単調。文章は読みやすいが、キャラクターの深みに欠ける。全体的には軽快な読み物として楽しめる。,2025-04-04 13:03:35.793348
16818093094198932877,「彼氏くん、見てる？ｗ」というＮＴＲ動画が送られてきたので「ＤＱＮくん、見てる？ｗ」というＤＱＮの彼女とイチャイチャしている動画を送り返してみた,不明,71,4.5,5.0,4.5,4.0,ストーリーは現代的なテーマを扱い、意外性のある展開が見られる。文章は読みやすく、キャラクターの描写も一定の深みがあるが、やや類型化された部分も目立つ。全体的にはエンターテインメント性の高い作品。,2025-04-04 13:04:34.265461
16818622172110283694,森に捨てられたけど【もふもふ語スキル】で神獣たちに囲まれてスローライフを満喫中～もふもふたちに育てられた最強のちびっ子が人間界でも無双します～,不明,86,4.5,5.0,4.5,4.0,転生ファンタジーの定番を踏襲しつつ、もふもふ要素で独自性を出している。文章は平易で読みやすいが、キャラクターの描写や世界観の掘り下げにやや物足りなさを感じる。今後の展開次第で評価が上がる可能性あり。,2025-04-04 13:07:38.276811
16818093075332817007,【書籍化】剣の修羅　異端陰陽師の剣撃譚,不明,43,2.3,2.0,2.3,2.5,幕末の剣士が転生し悪役貴族として生きる設定は興味深いが、展開が予測可能でオリジナリティに欠ける。文章は流麗だが冗長な部分があり、キャラクターの内面描写は成功している。,2025-04-04 12:59:15.291416
1177354054887510509,ある魔女が死ぬまで　－メグ・ラズベリーの余命一年－,不明,98,2.1,2.0,2.3,2.1,ストーリーの設定は興味深いが、展開がやや単調。文章は読みやすく、キャラクターの個性はあるが深みに欠ける。全体としてバランスは取れているが、オリジナリティと深みを強化する余地がある。,2025-04-04 13:09:54.788758
16818093091703720934,死にゲー世界をクリアしたら、悪役貴族に転生したんだが～破滅フラグとか言われても、そもそも不死身です～,不明,56,2.1,2.0,2.3,1.8,死にゲー世界の終焉と転生を描くコンセプトは興味深いが、展開が単調でオリジナリティに欠ける。文章表現は視覚的で雰囲気作りに成功しているが、キャラクターの深みが不足している。,2025-04-04 13:01:44.895611
16818093094336329044,悪の王道を突き進む～悪役貴族に転生したので最高の悪役を目指す事にする～,不明,34,2.1,2.0,2.3,2.1,転生悪役ものの定型を踏襲しつつ、悪役の自己正当化に新味がある。文章は読みやすいが、キャラクターの深みに欠ける。悪役の理想を追求するコンセプトは面白いが、展開が予測可能でオリジナリティに乏しい。,2025-04-04 12:57:31.147751
16818622171124648585,現代日本で拾った子犬がフェンリルだった件〜地球上で唯一魔法が使える人間になったので日常生活で無双してみた〜,不明,92,2.1,2.0,2.3,1.8,プロローグとしての役割は果たしているが、ストーリーのオリジナリティに欠ける。文章表現は可もなく不可もなく。キャラクターの感情描写はやや表面的。,2025-04-04 13:08:42.767830
16818622170188031228,学園のトップ３美女がバ先で全員俺の部下　～君たち高嶺の花なんだから、平凡男子に甘えるのはやめましょう,不明,68,2.0,2.0,2.3,1.8,ストーリーは典型的な学園ラブコメの枠組みで、オリジナリティに欠ける。文章は読みやすいが、キャラクター描写は表面的で深みがない。全体として凡庸な作品。,2025-04-04 13:03:55.770859
16817139558048235971,【web版】放課後、ファミレスで、クラスのあの子と。,不明,33,1.9,1.8,2.1,1.5,日常の些細な出来事を丁寧に描いているが、ストーリー性に欠け、キャラクターの深みも不足している。文章は読みやすいが、オリジナリティに乏しい。,2025-04-04 12:57:20.190560
16818093073465768496,人妻教師が教え子の女子高生にドはまりする話,不明,6,1.9,1.8,2.3,1.5,物語のテーマは挑戦的だが、倫理的な問題を深く掘り下げずセンセーショナリズムに依存。文章表現は感覚的で力強いが、キャラクターの内面描写が浅く、成長が感じられない。,2025-04-04 12:52:16.165327
16818093094782556338,電車で殴られてるイケメン男子高校生を助けたら女子高の王子様だった件,不明,42,1.9,1.8,2.1,1.5,実体験を基にしたリアリティはあるが、展開が単調で予測可能。主人公の内面描写はあるが、キャラクターの深みに欠ける。文章は読みやすいが、表現に工夫が少ない。,2025-04-04 12:59:02.767267
16818622171998107368,裏山で拾ったのは、宇宙船のコアでした,不明,30,1.9,1.8,2.1,1.5,職場の理不尽さと主人公の決断が描かれるが、展開が予測可能でオリジナリティに欠ける。文章は情景描写に優れるが、キャラクターの深みが不足している。,2025-04-04 12:56:48.143492
16816927862837735796,全滅エンドを死に物狂いで回避した。パーティが病んだ。,不明,41,1.8,2.0,1.8,1.5,緊迫感ある展開とオリジナル設定の萌芽は評価できるが、キャラクターの心理描写が表面的で、文章の冗長さが読みにくさを招いている。ラストのテンポ崩れも課題。,2025-04-04 12:58:51.326411
16817330661208772771,【書籍化】魔眼の悪役に転生したので推しキャラを見守るモブを目指します,不明,63,1.8,2.0,1.8,1.5,転生モチーフの使い方は典型的だが、悪役視点の設定に新鮮味がある。文章は平易で読みやすいが、描写が表面的で深みに欠ける。キャラクターの掘り下げ不足が目立ち、特に転生後の心理描写が浅い。全体として娯楽性はあるが文学的深さは不足している。,2025-04-04 13:03:03.128021
16818093078103990817,一般人の俺を芸能科女子達が逃がしてくれない件。,不明,16,1.8,1.8,2.0,1.5,ストーリーの設定には潜在的な可能性があるが、展開が平坦でオリジナリティに欠ける。文章は読みやすいが、表現力に深みが不足。キャラクターの背景設定は興味深いが、描写が表面的で感情移入しづらい。,2025-04-04 12:54:08.939746
16818093080048303277,追放系の悪役パーティのリーダーに転生したので、ざまぁされる前に自分を追放しました。～スキルを奪う『スティール』って悪役過ぎるけど強すぎる～,不明,21,1.8,2.0,1.8,1.5,悪役転生という設定は興味深いが、展開が予測可能でオリジナリティに欠ける。文章は読みやすいが、キャラクターの描写が表面的で深みがない。全体的には娯楽作品として楽しめるが、文学的価値は低い。,2025-04-04 12:55:03.375489
16818093084526944064,海外のエロ動画サイトで俺だけ無修正ダンジョン配信　～無双してスパチャNo.1になったら世界中の女性パフォーマーから罵詈雑言がDMで届きました～【配慮版】,不明,32,1.8,2.0,1.8,1.5,奇抜な設定と現代的なテーマは評価できるが、ストーリー展開が単調で深みに欠ける。文章は平易だが文学的洗練が不足。主人公の動機付けが浅く、キャラクターの掘り下げが不十分。,2025-04-04 12:57:08.831365
16818093088268763275,まずはキャラクリ50時間,不明,65,1.8,1.8,2.0,1.5,死後の世界設定はある程度のオリジナリティがあるが、展開が平板で深みに欠ける。文章は軽妙だが冗長で、主人公の内面描写が浅い。キャラクターの魅力はまだ発展途上。,2025-04-04 13:03:23.710245
16818093088998759017,家出していた先輩を家に泊めた結果、美人な先輩たちが集まり始めた件,不明,52,1.8,1.8,2.0,1.5,ストーリーは典型的なラブコメの展開でオリジナリティに欠ける。文章は読みやすいが、表現が平板で深みがない。キャラクターは表面的で、成長や深みが見られない。全体的に凡庸な作品。,2025-04-04 13:01:02.493741
16818093092299382789,ダンジョンは努力しか勝たん　クラスメイトがチートを失ったが努力家の俺には関係ない,不明,47,1.8,1.8,2.0,1.5,ストーリーは異世界ものの定番を踏襲しているが、女神の横暴という設定にオリジナリティは乏しい。文章は読みやすいが、表現力に欠ける。主人公のキャラクターは一貫しているが、深みに欠ける。,2025-04-04 13:00:04.030729
16818093093605365078,貞操逆転世界での俺、気軽にヤれるビッチ♂だと盛りのついた女子たちの間で噂になっていく,不明,61,1.8,2.0,1.8,1.5,貞操逆転という設定は興味深いが、展開が単調で深みに欠ける。文章は読みやすいが、表現が稚拙で文学的価値は低い。主人公の描写は表面的で、キャラクターの成長が期待できない。,2025-04-04 13:02:42.325786
16818093094054726419,恋人をNTRれて絶望していたら、清楚可憐な幼馴染がやたらと俺を構ってくる。,不明,15,1.8,1.8,2.1,1.5,ストーリーは典型的なNTR展開でオリジナリティに欠ける。文章は情景描写に力を入れているが、キャラクターの描写が表面的で深みがない。全体的に凡庸なラノベの域を出ていない。,2025-04-04 12:53:56.417083
16818093094733503328,ダンジョンで始めるヒロインテイマーと調教ミッション!～最近、強く可愛く美しい女性冒険者たちが話題ですね。……あれ全部俺の従者です!～,不明,36,1.8,2.0,1.8,1.5,ストーリー性はコンセプトにオリジナリティがあるが、展開が単調。文章力は平易で読みやすいが、表現力に乏しい。キャラクターは表面的で深みに欠ける。全体としてライトノベルの定型から抜け出せていない。,2025-04-04 12:57:51.059946
16818093094755540556,校内ラジオで恋愛相談をしてたはずが、気づけば学園の美少女たちに言い寄られてた,不明,78,1.8,1.8,2.1,1.5,ストーリーは典型的な学園ものの枠組みで新鮮味に欠ける。文章は読みやすいが、キャラクターの描写が表面的で深みがない。主人公と教師の関係性に可能性は感じるが、展開が予測可能で物足りない。,2025-04-04 13:06:00.952454
16818622170101104553,転生モブ一家は乙女ゲームの開幕フラグを叩き折る,不明,70,1.8,1.8,2.0,1.5,日常的な魔獣狩りの描写はあるが、物語の方向性やオリジナリティに欠ける。文章は平易で読みやすいが、キャラクターの深みや成長が感じられず、全体的に平凡な印象。,2025-04-04 13:04:24.126172
16818622170275797116,ヒモ貴族転生。女勇者を回避して、姫君やご令嬢ばかりの世界でゆるーく華麗に無双する,不明,7,1.8,1.8,2.0,1.5,転生ファンタジーの定番設定に依存しつつも、百合ゲー世界観の転用にオリジナリティの萌芽が見える。ただし展開が予測可能で、主人公の内面描写が表面的。文章は読みやすいが、キャラクターの深みに欠ける。,2025-04-04 12:52:26.712208
16818622170761130778,スナイパー・イズ・ボッチ　～一人黙々とプレイヤースナイプを楽しんでいたらレイドボスになっていた件について～,不明,97,1.8,2.0,1.8,1.5,ゲーム世界観の設定は興味深いが、ストーリー展開が単調で予測可能。主人公のコミュ障設定はユニークだが、キャラクターの深みに欠ける。文章は読みやすいが、表現力に乏しい。,2025-04-04 13:09:41.228168
16818622171080421133,貞操逆転世界で普通に過ごしていたら、知らない間に初恋を奪いBSSならぬWSSを量産していたようです,不明,23,1.8,1.8,2.0,1.5,貞操逆転世界という設定は興味深いが、展開が単調でオリジナリティに欠ける。文章は読みやすいが、表現力に乏しい。キャラクターは表面的で深みがない。全体的に凡庸な作品。,2025-04-04 12:55:26.292042
16818622171651699392,俺の嫁が可愛すぎるので、とりあえず隣国を滅ぼすことにした。,不明,29,1.8,1.8,2.0,1.5,プロローグとしては平凡な導入で、ストーリー性に欠ける。文章は読みやすいが、キャラクターの描写は表面的で深みがない。全体的にやや陳腐な印象を受ける。,2025-04-04 12:56:37.375776
16818622172166240847,無限成長━成長限界が存在しない唯一無二のハンター,不明,58,1.8,2.0,1.8,1.5,ダンジョン出現という設定は一般的でオリジナリティに欠ける。文章は平易だが描写が表面的で、キャラクターの深みや成長が感じられない。全体として凡庸なファンタジー作品の印象。,2025-04-04 13:02:09.163337
16818622172279754078,恋人をイケメン美少女にNTRられたので、美少女達をナンパしたら修羅場になった,不明,94,1.8,1.8,2.0,1.5,ストーリーは通俗的なNTRモチーフに依存し、展開にオリジナリティが乏しい。文章は平易だが描写が表面的で、キャラクターの心理描写が浅く、成長が感じられない。全体的に凡庸なラノベの域を出ていない。,2025-04-04 13:09:07.262352
16818622172340977905,好きな子がイケメンと隣になって奪われたけど大丈夫でした,不明,100,1.8,1.8,2.0,1.5,ストーリーは典型的な学園ラブコメでオリジナリティに欠ける。文章は読みやすいが、表現が平板で深みがない。キャラクターはステレオタイプで成長が見られず、物語の展開も予測可能。全体的に凡庸な作品。,2025-04-04 13:10:19.316025
16816927859671476293,【４巻４月１５日発売】貸した魔力は【リボ払い】で強制徴収〜パーティー追放された俺は、可愛いサポート妖精と一緒に取り立てた魔力を運用して最強を目指す。限界まで搾り取ってやるから地獄を見やがれ〜,不明,53,1.6,1.8,1.5,1.2,ストーリーは典型的な追放ものだが、リボ払いの比喩にオリジナリティがある。文章は平易だが深みに欠け、キャラクターはステレオタイプで成長が見えない。,2025-04-04 13:01:12.227582
16817330661249565996,（web版）新米魔女の異世界お気楽旅 ～異世界に落ちた元アラフォー社畜は魔女の弟子を名乗り第二の人生を謳歌する～,不明,45,1.6,1.8,1.5,1.2,異世界転生ものの定型から抜け出せていない。主人公の設定に新味はあるが、展開が平坦で物語の推進力に欠ける。文章は読みやすいが、表現に深みがなく、キャラクターの描写も表面的。,2025-04-04 12:59:40.272609
16817330668975359039,【3/24書籍発売】異世界旅はニワトリスと共に,不明,85,1.6,1.8,1.5,1.2,プロローグとしての導入はあるが、ストーリーのオリジナリティに欠ける。文章は平易だが表現力に乏しく、キャラクターの描写も表面的。全体として凡庸な印象を受ける。,2025-04-04 13:07:26.160855
16818023214162998392,ハクスラゲーム転生,不明,90,1.6,1.8,1.5,1.2,ゲーム世界転生の設定はありがちでオリジナリティに欠ける。文章は平易だが描写が浅く、キャラクターの魅力も乏しい。転生ものの定型から脱却できていない。,2025-04-04 13:08:21.594813
16818093080286722080,普通のおっさんが女神様にスキルを貰ってスローライフ！？〜異世界と現代を往復してバレずにいい暮らしをするお話〜,不明,88,1.6,1.8,1.5,1.2,典型的な異世界転生プロットでオリジナリティに欠ける。文章は平易だが表現に深みがなく、主人公の描写も表面的。全体として凡庸な印象を受ける。,2025-04-04 13:08:01.194017
